仕入先,出典ファイル,商品名_見積準拠,EEZO商品名,規格内容,温度帯,仕入単価_値,仕入単価_税区分,参考上代_値,参考上代_税区分,箱代等_値,箱代等_税区分,仕入送料区分,内容量,賞味期限,保存方法,発注ロット,リードタイム,JANコード,アレルゲン,産地,商品特徴,税率_明記,想定販売価格_税込,備考
北王よいち,御見積書.pdf,ぶどうジュース ブレンド 500ml,,500ml 単品（ケース入数12本）,常温,840,税抜,1200,不明,,,産直別途,500ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977010748,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,なしジュース 500ml,,500ml 単品（ケース入数12本）,常温,700,税抜,1000,不明,,,産直別途,500ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977040042,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,トマトジュース（食塩無添加） 500ml,,500ml 単品（ケース入数12本）,常温,700,税抜,1000,不明,,,産直別途,500ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977030043,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,プルーンジュース 500ml,,500ml 単品（ケース入数12本）,常温,840,税抜,1200,不明,,,産直別途,500ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977070025,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,りんごジュース ブレンド 710ml,,710ml 単品（ケース入数12本）,常温,1120,税抜,1600,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977020730,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,ぶどうジュース ブレンド 710ml,,710ml 単品（ケース入数12本）,常温,1400,税抜,2000,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977010731,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,ぶどうジュース バッファロー 710ml,,710ml 単品（ケース入数12本）,常温,1400,税抜,2000,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977010137,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,ぶどうジュース ナイヤガラ 710ml,,710ml 単品（ケース入数12本）,常温,1400,税抜,2000,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977010335,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,ぶどうジュース ケルナー 710ml,,710ml 単品（ケース入数12本）,常温,1680,税抜,2400,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977010533,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,ぶどうジュース ピノノワール 710ml,,710ml 単品（ケース入数12本）,常温,1680,税抜,2400,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977010632,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,トマトジュース（食塩無添加） 710ml,,710ml 単品（ケース入数12本）,常温,1120,税抜,1600,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977030333,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,サンチェリーミニトマトジュース（食塩無添加） 710ml,,710ml 単品（ケース入数12本）,常温,1400,税抜,2000,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977030746,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,オレンジキャロルミニトマトジュース（食塩無添加） 710ml,,710ml 単品（ケース入数12本）,常温,1400,税抜,2000,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977030340,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,なしジュース 710ml,,710ml 単品（ケース入数12本）,常温,1120,税抜,1600,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977040035,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,プルーンジュース 710ml,,710ml 単品（ケース入数12本）,常温,1260,税抜,1800,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977070032,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,りんごジュース ブレンド 1000ml,,1000ml 単品（ケース入数12本）,常温,1120,税抜,1600,不明,,,産直別途,1000ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977020754,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,りんごジュース ふじ 1000ml,,1000ml 単品（ケース入数12本）,常温,1120,税抜,1600,不明,,,産直別途,1000ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977021058,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,りんごジュース ハックナイン 1000ml,,1000ml 単品（ケース入数12本）,常温,1120,税抜,1600,不明,,,産直別途,1000ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977020358,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,ぶどうジュース ブレンド 1000ml,,1000ml 単品（ケース入数12本）,常温,1400,税抜,2000,不明,,,産直別途,1000ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977010755,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,なしジュース 1000ml,,1000ml 単品（ケース入数12本）,常温,1120,税抜,1600,不明,,,産直別途,1000ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977040059,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,トマトジュース（食塩無添加） 1000ml,,1000ml 単品（ケース入数12本）,常温,1260,税抜,1800,不明,,,産直別途,1000ml,製造日から1年6ヶ月,常温,ケース12本（北海道1ケース/東北関東中部関西5ケース/中国四国九州10ケース以上）,受注後1週間以内,4937977030852,,北海道余市産,,,,産直別途（混載可能・取引単位未満は送料別途・送料御社負担）。送料表は未受領。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,よいちフルーツジュースセット H-45,,りんごジュースブレンド×1/ぶどうジュースブレンド×1（2本ギフト箱入）,常温,3270,税抜,4500,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,,受注後1週間以内,4937977220031,,北海道余市産,,,,産地直送・送料御社負担（送料表は未受領）。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,よいちフルーツジュースセット HJ-60,,りんごジュースブレンド×1/ぶどうジュースブレンド×1/なしジュース×1（3本ギフト箱入）,常温,4290,税抜,6000,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,,受注後1週間以内,4937977230139,,北海道余市産,,,,産地直送・送料御社負担（送料表は未受領）。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,よいち葡萄ジュースセット HG-55,,ぶどうジュースケルナー×1/ぶどうジュースピノノワール×1（2本ギフト箱入）,常温,4110,税抜,5500,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,,受注後1週間以内,4937977730103,,北海道余市産,,,,産地直送・送料御社負担（送料表は未受領）。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,よいち葡萄ジュースセット HG-75,,ぶどうジュースケルナー×5/ぶどうジュースピノノワール×5（10本ギフト箱入）,常温,5500,税抜,7500,不明,,,産直別途,180ml,製造日から1年6ヶ月,常温,,受注後1週間以内,4937977220031,,北海道余市産,,,,産地直送・送料御社負担（送料表は未受領）。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,よいちストレートジュースセット HY-65,,ぶどうジュースブレンド×2/りんごジュースブレンド×2/トマトジュース（食塩無添加）×2/なしジュース×2/プルーンジュース×2（10本ギフト箱入）,常温,4800,税抜,6500,不明,,,産直別途,180ml,製造日から1年6ヶ月,常温,,受注後1週間以内,4937977210018,,北海道余市産,,,,産地直送・送料御社負担（送料表は未受領）。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,よいちミニトマトジュースセット HT-45,,サンチェリーミニトマトジュース（食塩無添加）×1/オレンジキャロルミニトマトジュース（食塩無添加）×1（2本ギフト箱入）,常温,3550,税抜,4500,不明,,,産直別途,710ml,製造日から1年6ヶ月,常温,,受注後1週間以内,4937977220109,,北海道余市産,,,,産地直送・送料御社負担（送料表は未受領）。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
北王よいち,御見積書.pdf,よいちミニトマトジュースセット HT-65,,サンチェリーミニトマトジュース（食塩無添加）×5/オレンジキャロルミニトマトジュース（食塩無添加）×5（10本ギフト箱入）,常温,4800,税抜,6500,不明,,,産直別途,180ml,製造日から1年6ヶ月,常温,,受注後1週間以内,4937977210032,,北海道余市産,,,,産地直送・送料御社負担（送料表は未受領）。賞味期限=製造日から1年6ヶ月。下記価格に消費税は含まれない
